id,date,sleep_duration_hr,steps,nightly_temperature,stress_score,daily_temperature_variation,lightly_active_minutes,moderately_active_minutes,very_active_minutes
621e2fce67b776a240279baa,2021-05-27,9.3,980.0,33.9546083789,85.0,-0.4498276334573304,80.0,0.0,0.0
621e2fce67b776a240279baa,2021-05-28,8.483333333333333,7006.0,34.3439096267,83.0,-0.8521980995909092,98.0,22.0,38.0
621e2fce67b776a240279baa,2021-05-29,6.433333333333334,14319.0,34.3996223958,80.0,-0.85721230666027,224.0,217.0,125.0
621e2fce67b776a240279baa,2021-05-30,8.583333333333334,4765.0,34.4536237624,75.0,-0.7116876886984479,140.0,5.0,30.0
621e2fce67b776a240279baa,2021-05-31,9.533333333333331,6411.0,34.3792832168,82.0,-1.1254036319042493,59.0,37.0,46.0
621e2fce67b776a240279baa,2021-06-01,6.583333333333333,7588.0,34.3115151515,79.0,-1.4694613146769668,119.0,22.0,24.0
621e2fce67b776a240279baa,2021-06-02,7.733333333333333,3193.0,33.9506236559,84.0,-1.6653602573447177,138.0,17.0,11.0
621e2fce67b776a240279baa,2021-06-03,8.183333333333334,10494.0,34.0099898374,80.0,-1.0810430246514942,240.0,28.0,60.0
621e2fce67b776a240279baa,2021-06-04,6.85,1941.0,33.9939294404,85.0,-1.1505116916859237,94.0,10.0,3.0
621e2fce67b776a240279baa,2021-06-05,8.833333333333334,12280.0,34.2130037665,80.0,-0.4755993479380953,180.0,27.0,67.0
621e2fce67b776a240279baa,2021-06-06,4.533333333333333,30963.0,34.450970696,78.0,-1.5536372144339516,378.0,289.0,214.0
621e2fce67b776a240279baa,2021-06-07,9.3,1035.0,34.1440842491,75.0,-0.5278334866245282,73.0,0.0,0.0
621e2fce67b776a240279baa,2021-06-08,6.433333333333334,10676.0,34.7488989637,74.0,-1.0007390432609928,108.0,27.0,69.0
621e2fce67b776a240279baa,2021-06-09,8.433333333333334,999.0,34.1122287968,91.0,-0.9300231744666668,64.0,0.0,0.0
621e2fce67b776a240279baa,2021-06-10,8.3,5518.0,34.1170281124,79.0,-0.7460633603686135,169.0,7.0,7.0
621e2fce67b776a240279baa,2021-06-11,7.066666666666666,11693.0,33.8764976415,76.0,-1.3073372329235005,161.0,38.0,48.0
621e2fce67b776a240279baa,2021-06-12,9.516666666666667,1789.0,34.2538528897,85.0,-0.7340459920349262,141.0,4.0,4.0
621e2fce67b776a240279baa,2021-06-13,8.316666666666666,6832.0,34.15885,78.0,-0.885476489802439,214.0,75.0,15.0
621e2fce67b776a240279baa,2021-06-14,9.133333333333333,4895.0,33.9138959854,80.0,-1.756853607011111,204.0,4.0,5.0
621e2fce67b776a240279baa,2021-06-15,4.983333333333333,9298.0,33.7310833333,80.0,-2.3149059596790766,241.0,69.0,24.0
621e2fce67b776a240279baa,2021-06-16,5.55,14036.0,33.7052852853,77.0,-1.4867782540513708,218.0,58.0,69.0
621e2fce67b776a240279baa,2021-06-17,7.116666666666666,8200.0,34.3410187354,74.0,-0.7787960673285714,161.0,32.0,25.0
621e2fce67b776a240279baa,2021-06-18,7.983333333333333,5123.0,34.79475,81.0,-0.0446363542109867,148.0,10.0,8.0
621e2fce67b776a240279baa,2021-06-19,7.533333333333333,11154.0,34.4972013274,69.0,-0.1301873261448179,155.0,42.0,49.0
621e2fce67b776a240279baa,2021-06-20,9.55,2012.0,34.7785165794,79.0,0.1195435847380537,251.0,28.0,28.0
621e2fce67b776a240279baa,2021-06-21,8.283333333333333,1155.0,34.7652716298,79.0,0.0210793450397849,122.0,0.0,0.0
621e2fce67b776a240279baa,2021-06-22,8.15,9118.0,34.9694580777,77.0,-0.1028684241965107,84.0,24.0,77.0
621e2fce67b776a240279baa,2021-06-23,8.466666666666667,4975.0,34.5734744094,80.0,0.1540035126645003,120.0,27.0,2.0
621e2fce67b776a240279baa,2021-06-24,7.683333333333334,1908.0,34.5520607375,77.0,-0.4179617290304183,97.0,0.0,0.0
621e2fce67b776a240279baa,2021-06-25,5.2,4900.0,34.7604487179,72.0,0.1030002979793103,173.0,23.0,7.0
621e2fce67b776a240279baa,2021-06-26,7.816666666666666,10848.0,35.0192750533,76.0,0.0071111905498938,164.0,84.0,39.0
621e2fce67b776a240279baa,2021-06-27,6.3,13033.0,34.7893403694,83.0,-0.3848956407341463,174.0,67.0,32.0
621e2fce67b776a240279baa,2021-06-28,7.133333333333334,7235.0,34.6038084112,82.0,-0.5281368418243816,189.0,22.0,18.0
621e2fce67b776a240279baa,2021-06-29,6.5,4315.0,35.0661405836,82.0,0.1411233294555555,125.0,10.0,2.0
621e2fce67b776a240279baa,2021-06-30,5.716666666666667,2487.0,34.9706976744,70.0,-0.4769758609513966,123.0,11.0,0.0
621e2fce67b776a240279baa,2021-07-01,9.55,2718.0,34.5791012216,77.0,-0.5517648335793829,116.0,0.0,0.0
621e2fce67b776a240279baa,2021-07-02,6.2,5179.0,34.4635483871,78.0,-0.3532198075133712,229.0,20.0,20.0
621e2fce67b776a240279baa,2021-07-03,5.966666666666667,14995.0,34.9199721448,71.0,-0.5902784875898204,243.0,96.0,72.0
621e2fce67b776a240279baa,2021-07-04,6.7,9302.0,35.0214303483,75.0,-0.4449320420802948,317.0,63.0,33.0
621e2fce67b776a240279baa,2021-07-05,6.266666666666667,4207.0,34.6666090426,78.0,-0.0371911768445378,190.0,10.0,0.0
621e2fce67b776a240279baa,2021-07-06,9.283333333333331,3347.0,34.8220915619,83.0,-0.0515772796610216,165.0,0.0,0.0
621e2fce67b776a240279baa,2021-07-07,8.266666666666667,1813.0,34.9447479839,83.0,-0.1849342307220987,96.0,0.0,0.0
621e2fce67b776a240279baa,2021-07-08,9.2,6164.0,35.1323822464,85.0,-0.3563407354166785,175.0,41.0,5.0
621e2fce67b776a240279baa,2021-07-09,3.4,2431.0,34.8418382353,73.0,-0.4992130142155749,129.0,11.0,0.0
621e2fce67b776a240279baa,2021-07-10,9.066666666666666,8112.0,34.8188602941,74.0,-0.3000632659590302,117.0,39.0,35.0
621e2fce67b776a240279baa,2021-07-11,9.45,7860.0,34.6811111111,76.0,-0.7901608090446719,146.0,34.0,26.0
621e2fce67b776a240279baa,2021-07-12,6.333333333333333,1955.0,34.8560921053,71.0,-0.9071865837086353,110.0,0.0,0.0
621e2fce67b776a240279baa,2021-07-13,6.916666666666667,11565.0,34.8885817308,69.0,-0.4026954508117226,216.0,45.0,52.0
621e2fce67b776a240279baa,2021-07-14,5.616666666666666,4568.0,35.2102522255,69.0,-0.4163019886078855,200.0,13.0,9.0
621e2fce67b776a240279baa,2021-07-15,10.116666666666667,609.0,34.2996428571,76.0,-0.7610963078603409,41.0,0.0,0.0
621e2fce67b776a240279baa,2021-07-16,8.8,790.0,34.1298200758,79.0,-0.5218229624777778,53.0,0.0,0.0
621e2fce67b776a240279baa,2021-07-17,8.15,10187.0,34.4376993865,77.0,-0.7473590069849084,150.0,78.0,35.0
621e2fce67b776a240279baa,2021-07-18,6.216666666666667,3423.0,34.922386059,76.0,-0.3546806573484784,163.0,25.0,15.0
621e2fce67b776a240279baa,2021-07-19,8.883333333333333,1042.0,34.651575985,76.0,-0.3174996373555555,141.0,7.0,0.0
621e2fce67b776a240279baa,2021-07-20,7.116666666666666,3932.0,34.5621896956,72.0,-0.4115615447760226,100.0,10.0,15.0
621e2fce67b776a240279baa,2021-07-21,9.15,1649.0,34.6770609982,79.0,-0.2989254046862974,95.0,31.0,5.0
621e2fce67b776a240279baa,2021-07-22,5.633333333333334,13093.0,34.3604867257,71.0,-1.2612229439818887,235.0,55.0,85.0
621e2fce67b776a240279baa,2021-07-23,7.283333333333333,5888.0,34.8825171625,70.0,-0.5074722565467439,203.0,100.0,26.0
621e2fce67b776a240279baa,2021-07-24,6.75,3584.0,34.8812192118,81.0,-0.6135594194611006,183.0,14.0,11.0
621e2fce67b776a240279baa,2021-07-25,9.816666666666666,742.0,34.3648641766,72.0,-0.4928717613333333,48.0,0.0,0.0
621e301e67b776a240608a72,2021-05-24,7.883333333333334,12441.0,34.7102320675,74.0,-1.822488807676222,227.0,8.0,3.0
621e301e67b776a240608a72,2021-05-25,8.466666666666667,9908.0,34.9682907662,67.0,-2.0017919244068274,162.0,0.0,0.0
621e301e67b776a240608a72,2021-05-27,9.05,13541.0,34.49946593,78.0,-1.3798632558496722,176.0,2.0,20.0
621e301e67b776a240608a72,2021-05-28,8.566666666666666,1291.0,34.1707976654,81.0,-0.2981858882468986,61.0,0.0,0.0
621e301e67b776a240608a72,2021-05-31,8.8,11465.0,34.1590814394,0.0,-2.1699398647555554,229.0,11.0,11.0
621e301e67b776a240608a72,2021-06-01,7.283333333333333,11998.0,34.5753652968,68.0,-2.3111780620890165,208.0,0.0,0.0
621e301e67b776a240608a72,2021-06-02,8.533333333333333,18791.0,34.3302923977,79.0,-2.2479711147555554,205.0,52.0,34.0
621e301e67b776a240608a72,2021-06-03,9.5,14218.0,33.2261140351,82.0,-2.0660569987448274,312.0,12.0,10.0
621e301e67b776a240608a72,2021-06-05,7.833333333333333,7852.0,34.3944468085,0.0,-1.494068328154485,163.0,0.0,0.0
621e301e67b776a240608a72,2021-06-10,5.95,14394.0,35.1263165266,0.0,-1.712337457777778,268.0,52.0,26.0
621e301e67b776a240608a72,2021-06-11,8.216666666666667,15457.0,34.219137931,75.0,-1.790077041111111,242.0,13.0,6.0
621e301e67b776a240608a72,2021-06-14,8.033333333333333,6764.0,34.1880912863,0.0,-1.6899132439730136,168.0,25.0,8.0
621e301e67b776a240608a72,2021-06-15,8.683333333333334,13679.0,34.624596929,72.0,-1.3046099711443608,238.0,0.0,0.0
621e301e67b776a240608a72,2021-06-16,7.783333333333333,14607.0,34.1683867521,85.0,-1.6877639499,216.0,38.0,15.0
621e301e67b776a240608a72,2021-06-19,3.7,7914.0,30.0636486486,0.0,-1.7824167927022116,129.0,26.0,18.0
621e301e67b776a240608a72,2021-06-23,7.666666666666667,17422.0,34.376923913,0.0,-0.6003475447588236,248.0,35.0,47.0
621e301e67b776a240608a72,2021-06-24,6.45,8106.0,33.951498708,72.0,-0.6565687127589577,159.0,9.0,0.0
621e301e67b776a240608a72,2021-06-25,8.866666666666667,7770.0,34.8462593985,76.0,-1.0647468767735728,182.0,9.0,0.0
621e301e67b776a240608a72,2021-06-26,3.083333333333333,3572.0,29.5310810811,0.0,-1.915910434471325,117.0,0.0,0.0
621e301e67b776a240608a72,2021-07-02,6.8,12075.0,34.3475672372,0.0,-1.5526732440016051,205.0,0.0,0.0
621e301e67b776a240608a72,2021-07-04,8.516666666666667,5547.0,33.6357338552,0.0,-1.07892277665014,69.0,15.0,7.0
621e301e67b776a240608a72,2021-07-08,8.683333333333334,11510.0,34.8219827586,0.0,-0.1857940574822134,220.0,0.0,0.0
621e301e67b776a240608a72,2021-07-10,8.366666666666667,13330.0,34.4947310757,0.0,-1.216797505468085,206.0,0.0,5.0
621e301e67b776a240608a72,2021-07-13,8.633333333333333,13829.0,34.9031756757,0.0,-0.7760454980695652,211.0,0.0,0.0
621e301e67b776a240608a72,2021-07-14,8.883333333333333,8923.0,35.1198501873,74.0,-1.025021135222222,237.0,1.0,40.0
621e301e67b776a240608a72,2021-07-16,7.133333333333334,9760.0,34.9143341121,78.0,-1.4287669786934307,225.0,0.0,0.0
621e301e67b776a240608a72,2021-07-20,7.133333333333334,15374.0,34.4662354312,0.0,-1.360572867840116,216.0,27.0,10.0
621e301e67b776a240608a72,2021-07-21,8.3,20500.0,34.5698795181,79.0,-0.6767643779979919,270.0,17.0,12.0
621e301e67b776a240608a72,2021-07-28,6.883333333333334,13287.0,33.5710532688,0.0,-1.6184718164407408,250.0,8.0,1.0
621e301e67b776a240608a72,2021-08-28,3.2333333333333334,3089.0,31.0584031414,0.0,-2.3384952674311927,27.0,8.0,19.0
621e301e67b776a240608a72,2021-11-17,7.05,4662.0,34.6875650118,0.0,-1.800001983677778,122.0,22.0,4.0
621e301e67b776a240608a72,2021-11-18,8.75,4775.0,34.9195722433,69.0,-1.819219981954779,171.0,11.0,1.0
621e301e67b776a240608a72,2021-11-19,6.883333333333334,2965.0,34.8781234867,75.0,-2.627948496404247,103.0,0.0,0.0
621e301e67b776a240608a72,2021-11-20,7.266666666666667,7474.0,33.9352534562,70.0,-2.667770719888235,298.0,23.0,9.0
621e301e67b776a240608a72,2021-11-22,8.783333333333333,4426.0,34.1054971319,0.0,-2.747854924429071,187.0,43.0,20.0
621e301e67b776a240608a72,2021-11-23,7.766666666666667,4626.0,33.9887660944,76.0,-2.4962479177781365,206.0,18.0,3.0
621e301e67b776a240608a72,2021-11-24,7.066666666666666,4991.0,34.4743483412,77.0,-2.872283307416216,209.0,8.0,4.0
621e301e67b776a240608a72,2021-11-30,9.016666666666667,8194.0,33.385101476,0.0,-3.1145919477959287,205.0,24.0,8.0
621e301e67b776a240608a72,2021-12-02,8.5,6825.0,33.0797088353,0.0,-2.6961823567394005,313.0,1.0,10.0
621e301e67b776a240608a72,2021-12-03,7.383333333333334,10029.0,34.4327765237,64.0,-2.553624372283985,213.0,58.0,42.0
621e301e67b776a240608a72,2021-12-04,7.366666666666666,21555.0,34.7765950226,73.0,-3.437495381831488,196.0,126.0,38.0
621e301e67b776a240608a72,2021-12-05,8.45,8478.0,35.8368836292,82.0,-2.5587254759782607,141.0,28.0,27.0
621e301e67b776a240608a72,2021-12-06,7.966666666666667,6664.0,34.2391527197,87.0,-3.2994938381876326,185.0,58.0,34.0
621e301e67b776a240608a72,2021-12-08,6.933333333333334,5862.0,34.0377817746,71.0,-2.302081724935748,227.0,46.0,3.0
621e301e67b776a240608a72,2021-12-09,7.433333333333334,6333.0,34.9119282511,79.0,-2.232929228761082,160.0,16.0,17.0
621e301e67b776a240608a72,2021-12-20,6.333333333333333,7288.0,33.1780131579,0.0,-2.813069456498659,248.0,0.0,0.0
621e301e67b776a240608a72,2021-12-21,7.816666666666666,5914.0,33.2484754797,69.0,-2.930665260554971,248.0,0.0,0.0
621e301e67b776a240608a72,2021-12-22,6.3,17528.0,33.7560465116,0.0,-2.1432479750662004,253.0,100.0,17.0
621e301e67b776a240608a72,2021-12-24,8.733333333333333,14546.0,34.4533206107,0.0,-2.6271991311579708,155.0,57.0,51.0
621e301e67b776a240608a72,2021-12-25,11.233333333333333,412.0,34.6253857567,70.0,0.2141267746820224,18.0,0.0,0.0
621e301e67b776a240608a72,2021-12-27,3.6,6052.0,33.3074654378,63.0,-1.30848524890018,175.0,27.0,4.0
621e30b267b776a240c5e13f,2021-11-20,5.666666666666667,10383.0,34.4568970588,0.0,-4.036957243985185,315.0,30.0,13.0
621e30b267b776a240c5e13f,2021-11-21,8.266666666666667,9843.0,33.5190102041,0.0,-3.368864742709833,296.0,26.0,8.0
621e30b267b776a240c5e13f,2021-11-22,6.316666666666666,4755.0,34.484591029,75.0,-2.797984639560948,191.0,10.0,0.0
621e30b267b776a240c5e13f,2021-11-23,6.316666666666666,5262.0,34.3393552632,0.0,-4.230377431878722,225.0,0.0,0.0
621e30b267b776a240c5e13f,2021-11-24,10.883333333333333,7018.0,34.1174235474,0.0,-1.9942519245672496,164.0,6.0,8.0
621e30b267b776a240c5e13f,2021-11-25,4.5,9970.0,34.7966666667,0.0,-4.3772928276666665,257.0,5.0,19.0
621e30b267b776a240c5e13f,2021-11-26,6.4,6286.0,34.8579220779,0.0,-3.983980974883916,283.0,0.0,0.0
621e30b267b776a240c5e13f,2021-11-27,7.716666666666667,10869.0,33.9690517241,78.0,-3.1189068436434275,185.0,38.0,22.0
621e30b267b776a240c5e13f,2021-11-28,7.283333333333333,5784.0,34.7389473684,77.0,-3.617618752836301,221.0,7.0,3.0
621e30b267b776a240c5e13f,2021-11-29,5.283333333333333,8962.0,34.0331132075,79.0,-4.863281968365439,292.0,5.0,2.0
621e30b267b776a240c5e13f,2021-11-30,8.066666666666666,11307.0,34.3940309278,84.0,-3.4454800342491065,228.0,18.0,23.0
621e30b267b776a240c5e13f,2021-12-01,6.533333333333333,8016.0,34.4083715013,72.0,-3.297974078168216,212.0,11.0,2.0
621e30b267b776a240c5e13f,2021-12-02,4.566666666666666,6552.0,33.2085766423,76.0,-4.509522065170753,203.0,9.0,13.0
621e30b267b776a240c5e13f,2021-12-03,6.416666666666667,6456.0,33.9949740933,77.0,-4.034115040192239,217.0,4.0,3.0
621e30b267b776a240c5e13f,2021-12-04,9.083333333333334,5310.0,33.1578664193,0.0,-4.31238316666908,211.0,2.0,7.0
621e30b267b776a240c5e13f,2021-12-05,6.05,15912.0,34.3025619835,0.0,-3.983909267076824,342.0,83.0,46.0
621e30b267b776a240c5e13f,2021-12-06,7.666666666666667,5890.0,34.0663695652,71.0,-3.3551070447833453,188.0,4.0,6.0
621e30b267b776a240c5e13f,2021-12-07,5.45,8830.0,34.1322256098,77.0,-3.829465110702564,316.0,6.0,3.0
621e30b267b776a240c5e13f,2021-12-08,6.233333333333333,6298.0,34.3646495957,81.0,-4.895665431775862,224.0,18.0,3.0
621e30b267b776a240c5e13f,2021-12-09,3.583333333333333,13573.0,34.989212963,66.0,-3.3123871947285712,211.0,37.0,48.0
621e30b267b776a240c5e13f,2021-12-10,5.033333333333333,6491.0,33.8960099338,76.0,-4.468161699610716,251.0,4.0,4.0
621e30b267b776a240c5e13f,2021-12-11,5.866666666666666,5340.0,34.1324715909,76.0,-2.692470950683575,203.0,0.0,0.0
621e30b267b776a240c5e13f,2021-12-12,6.066666666666666,11183.0,32.9565247253,80.0,-4.395784584439125,329.0,15.0,20.0
621e30b267b776a240c5e13f,2021-12-13,5.233333333333333,9812.0,34.7753503185,71.0,-3.253361357817459,353.0,0.0,0.0
621e30b267b776a240c5e13f,2021-12-14,7.133333333333334,8299.0,33.5334498834,75.0,-3.988224039697863,302.0,4.0,12.0
621e30b267b776a240c5e13f,2021-12-16,3.55,9394.0,34.2409624413,68.0,-4.590432717319512,366.0,11.0,8.0
621e30b267b776a240c5e13f,2021-12-17,6.833333333333333,12303.0,33.7183941606,71.0,-4.081512266264543,299.0,28.0,26.0
621e30b267b776a240c5e13f,2021-12-18,9.0,14357.0,34.4360925926,63.0,-3.1698872480463107,306.0,61.0,23.0
621e30b267b776a240c5e13f,2021-12-19,7.2,5385.0,34.1883680556,73.0,-4.0302560064825785,187.0,6.0,14.0
621e30b267b776a240c5e13f,2021-12-20,7.383333333333334,4576.0,34.5395157658,64.0,-2.5792774867377246,190.0,4.0,4.0
621e30b267b776a240c5e13f,2021-12-21,8.916666666666666,8520.0,33.7917029973,0.0,-4.54105834431391,281.0,12.0,2.0
621e30b267b776a240c5e13f,2021-12-22,6.55,12838.0,34.9017175573,77.0,-3.93389610840528,241.0,30.0,19.0
621e30b267b776a240c5e13f,2021-12-23,6.883333333333334,9244.0,34.5202663438,73.0,-3.987925502408511,250.0,6.0,6.0
621e30b267b776a240c5e13f,2021-12-24,3.216666666666667,10341.0,33.7951554404,67.0,-3.647843092310719,353.0,13.0,20.0
621e30b267b776a240c5e13f,2021-12-25,9.466666666666669,2696.0,34.7012323944,81.0,-2.405721503875862,131.0,0.0,0.0
621e30b267b776a240c5e13f,2021-12-26,9.8,2917.0,34.700297619,0.0,-2.4365992425666407,114.0,0.0,0.0
621e30b267b776a240c5e13f,2021-12-28,9.083333333333334,13917.0,34.2332434944,0.0,-3.518459232653458,239.0,50.0,32.0
621e30b267b776a240c5e13f,2021-12-29,4.183333333333334,9271.0,33.3998804781,70.0,-4.219940531995582,257.0,16.0,7.0
621e30b267b776a240c5e13f,2021-12-30,5.116666666666666,11682.0,34.4387296417,69.0,-4.292688171449704,265.0,24.0,29.0
621e30b267b776a240c5e13f,2021-12-31,5.0,9102.0,34.4248833333,82.0,-3.662983640612648,298.0,0.0,0.0
621e30b267b776a240c5e13f,2022-01-01,4.966666666666667,6533.0,34.8919397993,0.0,-3.564436301233333,259.0,6.0,5.0
621e30b267b776a240c5e13f,2022-01-02,5.966666666666667,7184.0,33.8330586592,76.0,-4.2064439169333925,271.0,3.0,7.0
621e30b267b776a240c5e13f,2022-01-03,5.2,11923.0,34.6740224359,78.0,-2.877175272982219,258.0,23.0,41.0
621e30b267b776a240c5e13f,2022-01-05,6.216666666666667,7617.0,33.6548395722,72.0,-2.742492364079923,168.0,6.0,24.0
621e30b267b776a240c5e13f,2022-01-09,6.283333333333333,539.0,33.5141777188,0.0,-1.9803150517471024,29.0,0.0,0.0
621e30b267b776a240c5e13f,2022-01-10,7.483333333333333,3815.0,33.3497772829,0.0,-3.762387186299402,190.0,0.0,0.0
621e30b267b776a240c5e13f,2022-01-11,8.9,14388.0,34.1992041199,80.0,-3.669784249518887,266.0,34.0,29.0
621e30b267b776a240c5e13f,2022-01-12,7.95,9620.0,34.6379035639,72.0,-3.166733012743049,173.0,17.0,46.0
621e30b267b776a240c5e13f,2022-01-13,5.55,14364.0,32.8773159509,79.0,-4.449934946219783,282.0,31.0,32.0
621e30b267b776a240c5e13f,2022-01-14,8.783333333333333,8419.0,34.8960721063,80.0,-2.900452137080177,258.0,8.0,11.0
621e30b267b776a240c5e13f,2022-01-15,8.233333333333333,7697.0,33.9570748988,74.0,-3.493213630918772,252.0,10.0,10.0
621e30b267b776a240c5e13f,2022-01-16,7.733333333333333,7789.0,34.0988924731,81.0,-3.3412526827614086,189.0,28.0,9.0
621e30e467b776a240e817c7,2021-05-25,8.233333333333333,9411.0,33.2906174089,69.0,-0.6356698176431779,14.0,3.0,60.0
621e30e467b776a240e817c7,2021-05-26,6.683333333333334,5207.0,33.1695128205,0.0,-1.057314137685246,44.0,15.0,24.0
621e30e467b776a240e817c7,2021-05-27,9.166666666666666,72.0,32.3860059761,69.0,-0.9046114328043824,8.0,0.0,0.0
621e30e467b776a240e817c7,2021-05-28,8.183333333333334,185.0,33.45559375,0.0,0.0484570885063583,10.0,0.0,0.0
621e30e467b776a240e817c7,2021-05-29,7.033333333333333,10060.0,33.2459512195,0.0,-3.111449940180077,77.0,39.0,409.0
621e30e467b776a240e817c7,2021-05-30,11.516666666666667,2854.0,33.6163553719,78.0,-0.2280575092454409,34.0,4.0,14.0
621e30e467b776a240e817c7,2021-06-02,9.45,4841.0,26.4925766871,0.0,-3.669215928788992,81.0,11.0,44.0
621e30e467b776a240e817c7,2021-06-04,10.25,10370.0,31.5265195072,0.0,-2.556416886669887,195.0,15.0,36.0
621e30e467b776a240e817c7,2021-06-07,9.383333333333333,97.0,33.7901247772,0.0,-0.5669657235067416,10.0,0.0,0.0
621e30e467b776a240e817c7,2021-06-08,7.883333333333334,97.0,34.0437552743,0.0,0.7282239234616034,7.0,0.0,0.0
621e30e467b776a240e817c7,2021-06-10,8.583333333333334,116.0,34.0762209302,0.0,-1.4984351547033574,10.0,0.0,0.0
621e30e467b776a240e817c7,2021-06-13,8.766666666666667,12096.0,32.0454277567,74.0,-2.4742024200856823,88.0,54.0,195.0
621e30e467b776a240e817c7,2021-06-16,7.066666666666666,106.0,33.0042924528,0.0,-1.8415013115723404,6.0,0.0,0.0
621e30e467b776a240e817c7,2021-06-19,14.65,13272.0,31.9765024631,0.0,-1.908520000033333,72.0,7.0,85.0
621e30e467b776a240e817c7,2021-06-20,3.566666666666667,1220.0,27.2270853081,0.0,-5.519523813300978,26.0,0.0,0.0
621e30e467b776a240e817c7,2021-06-21,3.8333333333333335,4881.0,27.8030652174,0.0,-3.251854210228097,16.0,11.0,35.0
621e30e467b776a240e817c7,2021-06-28,6.866666666666666,4672.0,34.165811138,0.0,-0.8242601047,48.0,6.0,16.0
621e30e467b776a240e817c7,2021-06-29,8.183333333333334,102.0,34.1521384929,0.0,0.0214618237603421,7.0,0.0,0.0
621e30e467b776a240e817c7,2021-06-30,6.95,4681.0,33.1953717026,0.0,-1.0564983351529411,26.0,14.0,29.0
621e30e467b776a240e817c7,2021-07-03,10.383333333333333,13956.0,33.9297271268,0.0,-0.5041277218616372,54.0,49.0,186.0
621e30e467b776a240e817c7,2021-07-09,5.633333333333334,5857.0,25.8445555556,0.0,-4.522372300708746,69.0,10.0,22.0
621e30e467b776a240e817c7,2021-07-14,9.133333333333333,410.0,34.142276867,0.0,0.3899278093056497,27.0,0.0,0.0
621e30e467b776a240e817c7,2021-07-15,7.866666666666666,38.0,33.7238568376,0.0,0.5009658770178345,5.0,0.0,0.0
621e30e467b776a240e817c7,2021-07-16,9.733333333333333,8698.0,33.3997598628,0.0,-1.4003189080261305,16.0,6.0,67.0
621e30e467b776a240e817c7,2021-07-17,10.133333333333333,12299.0,34.116272578,0.0,-1.1355347652943395,40.0,41.0,144.0
621e30e467b776a240e817c7,2021-07-24,11.25,1994.0,33.2592210682,75.0,-0.6709641676304635,43.0,10.0,2.0
621e30e467b776a240e817c7,2021-07-25,10.266666666666667,6273.0,33.8527633712,0.0,-0.2224537917607476,86.0,9.0,24.0
621e30e467b776a240e817c7,2021-07-26,9.266666666666667,89.0,33.1836778399,70.0,-1.113664371710789,12.0,0.0,0.0
621e323667b776a240f19134,2021-11-06,9.7,12089.0,32.8238830716,70.0,-1.774813903093745,225.0,32.0,24.0
621e323667b776a240f19134,2021-11-07,7.433333333333334,4994.0,33.4870382883,77.0,-1.112130818788889,200.0,0.0,0.0
621e323667b776a240f19134,2021-11-08,7.683333333333334,5751.0,32.4791280353,72.0,-1.0295342692047904,149.0,6.0,3.0
621e323667b776a240f19134,2021-11-09,8.1,5797.0,32.1534243697,78.0,-1.122988192288889,184.0,0.0,0.0
621e323667b776a240f19134,2021-11-10,8.95,7716.0,32.6448876404,71.0,-1.9265647237333328,215.0,0.0,0.0
621e323667b776a240f19134,2021-11-11,8.75,3799.0,33.2958637236,77.0,-1.1122256337777778,149.0,10.0,1.0
621e323667b776a240f19134,2021-11-12,6.866666666666666,8731.0,32.4892597087,74.0,-3.052128536758544,258.0,0.0,0.0
621e323667b776a240f19134,2021-11-13,7.983333333333333,7406.0,33.8389765458,80.0,-1.364006883777778,243.0,0.0,0.0
621e323667b776a240f19134,2021-11-14,7.033333333333333,8377.0,32.7768957346,78.0,-2.436129311242336,286.0,7.0,13.0
621e323667b776a240f19134,2021-11-15,6.583333333333333,5418.0,33.009,77.0,-2.3254239387868765,176.0,0.0,0.0
621e323667b776a240f19134,2021-11-16,9.366666666666667,7929.0,32.2806607143,81.0,-2.528408984251325,266.0,0.0,0.0
621e323667b776a240f19134,2021-11-17,4.416666666666667,5672.0,34.1378301887,77.0,-1.7694567242781205,190.0,0.0,0.0
621e323667b776a240f19134,2021-11-18,8.5,5266.0,32.2952156863,82.0,-2.188666421837026,169.0,0.0,0.0
621e323667b776a240f19134,2021-11-19,5.1,6981.0,32.5186601307,78.0,-2.73146540099096,207.0,0.0,0.0
621e323667b776a240f19134,2021-11-20,4.366666666666666,8951.0,32.7335496183,70.0,-2.730121463668344,253.0,18.0,9.0
621e323667b776a240f19134,2021-11-21,7.4,8360.0,33.3448539326,79.0,-1.0935143431666663,215.0,8.0,16.0
621e323667b776a240f19134,2021-11-22,7.05,6275.0,34.0745153664,78.0,-1.6975710991433617,192.0,0.0,0.0
621e323667b776a240f19134,2021-11-23,7.016666666666667,5120.0,32.5927672209,79.0,-2.3909705562224364,194.0,0.0,0.0
621e323667b776a240f19134,2021-11-24,8.033333333333333,6499.0,33.6151970954,75.0,-2.012792897720568,191.0,0.0,0.0
621e323667b776a240f19134,2021-11-25,8.216666666666667,8356.0,34.3528904665,79.0,-1.5486360650817288,247.0,10.0,1.0
621e323667b776a240f19134,2021-11-26,6.816666666666666,5210.0,33.7076829268,77.0,-0.7455690568476291,137.0,8.0,0.0
621e323667b776a240f19134,2021-11-27,6.283333333333333,9823.0,32.05696,67.0,-2.694781341946421,317.0,2.0,9.0
621e323667b776a240f19134,2021-11-28,8.416666666666666,6353.0,33.1370734127,79.0,-1.36282449714693,216.0,0.0,0.0
